state,gender,year,name,number,created_date
AL,F,1910,Lillian,99,11/28/2016
AL,M,1910,Dock,10,11/28/2016
AL,M,1910,Sylvester,7,11/28/2016
AL,F,1910,Mittie,21,11/28/2016
AL,F,1910,Myrtice,11,11/28/2016
AL,F,1910,Rubye,10,11/28/2016
AL,F,1910,Belle,7,11/28/2016
AL,F,1910,Bernice,55,11/28/2016
AL,F,1910,Janie,29,11/28/2016
AL,F,1910,Berta,5,11/28/2016
AL,F,1910,Charlsie,5,11/28/2016
AL,M,1910,Jack,61,11/28/2016
AL,M,1910,Raymond,27,11/28/2016
AL,M,1910,Melvin,14,11/28/2016
AL,M,1910,Claud,5,11/28/2016
AL,M,1910,Mckinley,5,11/28/2016
AL,M,1910,Edgar,23,11/28/2016
AL,M,1910,King,9,11/28/2016
AL,M,1910,Vester,5,11/28/2016
AL,F,1910,Louella,10,11/28/2016
AL,F,1910,Lorraine,5,11/28/2016
AL,F,1910,Florence,54,11/28/2016
AL,F,1910,Sara,37,11/28/2016
AL,F,1910,Susan,14,11/28/2016
AL,F,1910,Clyde,8,11/28/2016
AL,F,1910,Madie,6,11/28/2016
AL,M,1910,Clarence,66,11/28/2016
AL,M,1910,Earl,21,11/28/2016
AL,M,1910,Mitchell,8,11/28/2016
AL,M,1910,Wilson,8,11/28/2016
AL,F,1910,Leola,45,11/28/2016
AL,F,1910,Jewel,30,11/28/2016
AL,F,1910,Lura,7,11/28/2016
AL,F,1910,Pearlie,28,11/28/2016
AL,F,1910,Jean,16,11/28/2016
AL,M,1910,Johnny,11,11/28/2016
AL,M,1910,Luther,22,11/28/2016
AL,F,1910,Irene,81,11/28/2016
AL,F,1910,Inez,65,11/28/2016
AL,F,1910,Nannie,9,11/28/2016
AL,F,1910,Elva,8,11/28/2016
AL,F,1910,Dolly,6,11/28/2016
AL,F,1910,Myrtle,104,11/28/2016
AL,F,1910,Evelyn,83,11/28/2016
AL,F,1910,Violet,9,11/28/2016
AL,F,1910,Isabelle,6,11/28/2016
AL,M,1910,Douglas,7,11/28/2016
AL,M,1910,Emmitt,7,11/28/2016
AL,M,1910,Ed,25,11/28/2016
AL,M,1910,Green,5,11/28/2016
AL,F,1910,Jennie,38,11/28/2016
AL,F,1910,Vida,6,11/28/2016
AL,F,1910,Rosie,103,11/28/2016
AL,F,1910,Nellie,96,11/28/2016
AL,F,1910,Nora,39,11/28/2016
AL,F,1910,Amanda,18,11/28/2016
AL,F,1910,Hester,18,11/28/2016
AL,F,1910,Queen,10,11/28/2016
AL,F,1910,Savannah,10,11/28/2016
AL,M,1910,Ernest,45,11/28/2016
AL,M,1910,Lewis,37,11/28/2016
AL,M,1910,Lloyd,9,11/28/2016
AL,M,1910,Edd,6,11/28/2016
AL,M,1910,Monroe,9,11/28/2016
AL,F,1910,Millie,15,11/28/2016
AL,F,1910,Madge,7,11/28/2016
AL,F,1910,Elizabeth,146,11/28/2016
AL,F,1910,Gussie,24,11/28/2016
AL,F,1910,Amelia,12,11/28/2016
AL,F,1910,Una,7,11/28/2016
AL,F,1910,Macie,6,11/28/2016
AL,F,1910,Pearline,6,11/28/2016
AL,M,1910,Herman,29,11/28/2016
AL,M,1910,Mose,10,11/28/2016
AL,M,1910,Alonzo,5,11/28/2016
AL,F,1910,Mattie,232,11/28/2016
AL,F,1910,Ada,53,11/28/2016
AL,F,1910,Ellen,38,11/28/2016
AL,F,1910,Patsy,8,11/28/2016
AL,F,1910,Sue,8,11/28/2016
AL,F,1910,Julia,77,11/28/2016
AL,F,1910,Lorene,29,11/28/2016
AL,F,1910,Lila,12,11/28/2016
AL,F,1910,Dovie,9,11/28/2016
AL,M,1910,Floyd,15,11/28/2016
AL,F,1910,Lois,85,11/28/2016
AL,F,1910,Beatrice,83,11/28/2016
AL,F,1910,Louisa,6,11/28/2016
AL,F,1910,Mae,56,11/28/2016
AL,F,1910,Jimmie,28,11/28/2016
AL,F,1910,Ophelia,12,11/28/2016
AL,F,1910,Lue,6,11/28/2016
AL,M,1910,Harry,26,11/28/2016
AL,M,1910,Gus,9,11/28/2016
AL,M,1910,Austin,6,11/28/2016
AL,M,1910,Riley,6,11/28/2016
AL,F,1910,Louise,138,11/28/2016
AL,F,1910,Eunice,41,11/28/2016
AL,F,1910,Virginia,63,11/28/2016
AL,F,1910,Beulah,29,11/28/2016
AL,F,1910,Lora,11,11/28/2016
AL,F,1910,Lucinda,11,11/28/2016
AL,F,1910,Mozelle,11,11/28/2016
AL,F,1910,Mozell,9,11/28/2016
AL,M,1910,Hollis,6,11/28/2016
AL,M,1910,Otis,23,11/28/2016
AL,M,1910,Edwin,6,11/28/2016
AL,M,1910,Millard,6,11/28/2016
AL,F,1910,Myra,9,11/28/2016
AL,F,1910,Adele,7,11/28/2016
AL,F,1910,Charlie,7,11/28/2016
AL,F,1910,Allene,6,11/28/2016
AL,F,1910,Pauline,57,11/28/2016
AL,F,1910,Connie,8,11/28/2016
AL,F,1910,Exie,5,11/28/2016
AL,M,1910,Benjamin,13,11/28/2016
AL,M,1910,Daniel,19,11/28/2016
AL,M,1910,Willis,15,11/28/2016
AL,M,1910,Ervin,6,11/28/2016
AL,F,1910,Annie,482,11/28/2016
AL,F,1910,Josephine,60,11/28/2016
AL,F,1910,Eliza,26,11/28/2016
AL,F,1910,Stella,23,11/28/2016
AL,F,1910,Mollie,21,11/28/2016
AL,F,1910,Margie,17,11/28/2016
AL,F,1910,Liza,6,11/28/2016
AL,F,1910,Corene,5,11/28/2016
AL,F,1910,Rachel,26,11/28/2016
AL,F,1910,Abbie,8,11/28/2016
AL,F,1910,Ruthie,6,11/28/2016
AL,M,1910,Simon,10,11/28/2016
AL,M,1910,Jasper,5,11/28/2016
AL,M,1910,Joe,117,11/28/2016
AL,F,1910,Carrie,122,11/28/2016
AL,F,1910,Odessa,10,11/28/2016
AL,F,1910,Ivey,5,11/28/2016
AL,F,1910,Prince,5,11/28/2016
AL,F,1910,Anne,13,11/28/2016
AL,F,1910,Kathryn,10,11/28/2016
AL,F,1910,Bennie,6,11/28/2016
AL,M,1910,Francis,5,11/28/2016
AL,M,1910,John,399,11/28/2016
AL,M,1910,Robert,277,11/28/2016
AL,M,1910,Aubrey,10,11/28/2016
AL,M,1910,Adam,7,11/28/2016
AL,F,1910,Edith,29,11/28/2016
AL,F,1910,Jeanette,8,11/28/2016
AL,F,1910,Adell,15,11/28/2016
AL,F,1910,Amy,9,11/28/2016
AL,F,1910,Tressie,5,11/28/2016
AL,M,1910,Cleveland,13,11/28/2016
AL,M,1910,Horace,10,11/28/2016
AL,M,1910,Roy,47,11/28/2016
AL,M,1910,Archie,11,11/28/2016
AL,M,1910,Ira,9,11/28/2016
AL,M,1910,Dewitt,7,11/28/2016
AL,F,1910,Ola,41,11/28/2016
AL,F,1910,Eddie,22,11/28/2016
AL,F,1910,Reba,7,11/28/2016
AL,F,1910,Tommie,16,11/28/2016
AL,F,1910,Earline,14,11/28/2016
AL,F,1910,Minerva,6,11/28/2016
AL,F,1910,Elvira,5,11/28/2016
AL,M,1910,Wilbur,10,11/28/2016
AL,M,1910,Lamar,5,11/28/2016
AL,M,1910,Jessie,64,11/28/2016
AL,M,1910,Julius,17,11/28/2016
AL,M,1910,Norman,10,11/28/2016
AL,M,1910,Cleo,6,11/28/2016
AL,F,1910,Alberta,62,11/28/2016
AL,F,1910,Delia,9,11/28/2016
AL,F,1910,Ellie,9,11/28/2016
AL,F,1910,Zadie,6,11/28/2016
AL,F,1910,Robbie,5,11/28/2016
AL,M,1910,Virgil,8,11/28/2016
AL,M,1910,Felix,6,11/28/2016
AL,M,1910,Jay,5,11/28/2016
AL,M,1910,Marvin,22,11/28/2016
AL,M,1910,Elijah,10,11/28/2016
AL,F,1910,Mable,36,11/28/2016
AL,F,1910,Irma,16,11/28/2016
AL,F,1910,Nona,10,11/28/2016
AL,F,1910,Lyda,9,11/28/2016
AL,F,1910,Ernestine,8,11/28/2016
AL,F,1910,Ceola,6,11/28/2016
AL,M,1910,Herbert,14,11/28/2016
AL,M,1910,Clayton,5,11/28/2016
AL,F,1910,Vada,9,11/28/2016
AL,F,1910,Virgie,9,11/28/2016
AL,F,1910,Ester,7,11/28/2016
AL,F,1910,Dorothy,55,11/28/2016
AL,F,1910,Bettie,16,11/28/2016
AL,F,1910,Harriet,8,11/28/2016
AL,F,1910,Letha,7,11/28/2016
AL,M,1910,Frank,106,11/28/2016
AL,M,1910,Buster,13,11/28/2016
AL,M,1910,Leslie,8,11/28/2016
AL,M,1910,Jackson,6,11/28/2016
AL,M,1910,Christopher,5,11/28/2016
AL,M,1910,Bill,20,11/28/2016
AL,M,1910,Bud,9,11/28/2016
AL,F,1910,Hazel,51,11/28/2016
AL,F,1910,Icie,7,11/28/2016
AL,F,1910,Sophie,7,11/28/2016
AL,F,1910,Lassie,6,11/28/2016
AL,F,1910,Margaret,106,11/28/2016
AL,F,1910,Linnie,10,11/28/2016
AL,M,1910,Elmer,15,11/28/2016
AL,M,1910,Alexander,9,11/28/2016
AL,M,1910,Coy,5,11/28/2016
AL,M,1910,Sidney,14,11/28/2016
AL,F,1910,Vera,71,11/28/2016
AL,F,1910,Emily,10,11/28/2016
AL,F,1910,Elma,8,11/28/2016
AL,F,1910,Idell,7,11/28/2016
AL,F,1910,Velma,81,11/28/2016
AL,F,1910,Ollie,41,11/28/2016
AL,F,1910,Ora,40,11/28/2016
AL,F,1910,Dora,33,11/28/2016
AL,F,1910,Estell,17,11/28/2016
AL,F,1910,Verna,15,11/28/2016
AL,F,1910,Bertie,11,11/28/2016
AL,F,1910,Marion,10,11/28/2016
AL,F,1910,Ossie,9,11/28/2016
AL,F,1910,Hannah,8,11/28/2016
AL,F,1910,Easter,6,11/28/2016
AL,F,1910,Vergie,6,11/28/2016
AL,M,1910,Adolphus,5,11/28/2016
AL,M,1910,Dewey,5,11/28/2016
AL,M,1910,Edward,65,11/28/2016
AL,F,1910,Lucile,75,11/28/2016
AL,F,1910,Etta,28,11/28/2016
AL,F,1910,Henrietta,14,11/28/2016
AL,F,1910,Iva,14,11/28/2016
AL,F,1910,Myrtis,10,11/28/2016
AL,F,1910,Magnolia,9,11/28/2016
AL,F,1910,Caroline,5,11/28/2016
AL,F,1910,Pearly,5,11/28/2016
AL,F,1910,Christine,15,11/28/2016
AL,F,1910,Wilma,15,11/28/2016
AL,F,1910,Hilda,7,11/28/2016
AL,F,1910,Odie,5,11/28/2016
AL,M,1910,Henry,163,11/28/2016
AL,M,1910,Lee,57,11/28/2016
AL,M,1910,Ralph,24,11/28/2016
AL,M,1910,Harrison,5,11/28/2016
AL,F,1910,Ida,95,11/28/2016
AL,F,1910,Effie,41,11/28/2016
AL,F,1910,Nettie,31,11/28/2016
AL,F,1910,Francis,6,11/28/2016
AL,F,1910,Sylvia,6,11/28/2016
AL,F,1910,Nell,25,11/28/2016
AL,M,1910,Eddie,64,11/28/2016
AL,M,1910,Houston,6,11/28/2016
AL,M,1910,Jake,19,11/28/2016
AL,M,1910,Perry,8,11/28/2016
AL,M,1910,Edmond,5,11/28/2016
AL,F,1910,Audrey,13,11/28/2016
AL,F,1910,Clemmie,5,11/28/2016
AL,F,1910,Mamie,88,11/28/2016
AL,F,1910,Lula,82,11/28/2016
AL,F,1910,Blanche,17,11/28/2016
AL,F,1910,Peggy,8,11/28/2016
AL,F,1910,Florine,6,11/28/2016
AL,M,1910,Carl,32,11/28/2016
AL,M,1910,Leon,16,11/28/2016
AL,F,1910,Rosa,113,11/28/2016
AL,F,1910,Cora,61,11/28/2016
AL,F,1910,Ann,26,11/28/2016
AL,F,1910,Doris,19,11/28/2016
AL,F,1910,Roxie,14,11/28/2016
AL,F,1910,Mandy,10,11/28/2016
AL,F,1910,Goldie,7,11/28/2016
AL,M,1910,Hubert,15,11/28/2016
AL,M,1910,Hosey,5,11/28/2016
AL,M,1910,Clinton,12,11/28/2016
AL,M,1910,Alton,9,11/28/2016
AL,M,1910,Gerald,6,11/28/2016
AL,F,1910,Lillie,187,11/28/2016
AL,F,1910,Johnnie,56,11/28/2016
AL,F,1910,Kathleen,14,11/28/2016
AL,F,1910,Iona,5,11/28/2016
AL,F,1910,Johnie,5,11/28/2016
AL,F,1910,Sadie,40,11/28/2016
AL,F,1910,Betty,27,11/28/2016
AL,F,1910,Kate,19,11/28/2016
AL,M,1910,Fred,66,11/28/2016
AL,M,1910,Calvin,12,11/28/2016
AL,M,1910,Ray,12,11/28/2016
AL,M,1910,Wesley,7,11/28/2016
AL,M,1910,Isiah,6,11/28/2016
AL,M,1910,Lawrence,21,11/28/2016
AL,M,1910,Earnest,19,11/28/2016
AL,M,1910,Turner,5,11/28/2016
AL,F,1910,Roberta,30,11/28/2016
AL,F,1910,Mazie,5,11/28/2016
AL,F,1910,Laura,70,11/28/2016
AL,F,1910,Donnie,5,11/28/2016
AL,F,1910,Vernie,5,11/28/2016
AL,M,1910,Gordon,6,11/28/2016
AL,M,1910,General,5,11/28/2016
AL,M,1910,Son,5,11/28/2016
AL,F,1910,Sallie,57,11/28/2016
AL,F,1910,Addie,50,11/28/2016
AL,F,1910,Naomi,15,11/28/2016
AL,F,1910,Lily,7,11/28/2016
AL,F,1910,Victoria,7,11/28/2016
AL,F,1910,Dessie,10,11/28/2016
AL,F,1910,Lelia,9,11/28/2016
AL,F,1910,Eleanor,8,11/28/2016
AL,F,1910,Sybil,7,11/28/2016
AL,F,1910,Vinnie,6,11/28/2016
AL,M,1910,Homer,21,11/28/2016
AL,M,1910,Otto,5,11/28/2016
AL,M,1910,James,486,11/28/2016
AL,M,1910,Tommie,17,11/28/2016
AL,M,1910,Alvin,10,11/28/2016
AL,M,1910,Isaac,9,11/28/2016
AL,M,1910,Huey,8,11/28/2016
AL,M,1910,Lucious,5,11/28/2016
AL,F,1910,Della,23,11/28/2016
AL,F,1910,Sally,19,11/28/2016
AL,F,1910,Rubie,8,11/28/2016
AL,F,1910,Glennie,6,11/28/2016
AL,F,1910,Floy,5,11/28/2016
AL,F,1910,Gracie,15,11/28/2016
AL,F,1910,Queenie,8,11/28/2016
AL,F,1910,Lorena,7,11/28/2016
AL,F,1910,Jonnie,5,11/28/2016
AL,M,1910,Anderson,9,11/28/2016
AL,F,1910,Elsie,48,11/28/2016
AL,F,1910,Pinkie,10,11/28/2016
AL,F,1910,Ruth,168,11/28/2016
AL,M,1910,Louie,13,11/28/2016
AL,M,1910,Sammie,5,11/28/2016
AL,M,1910,Wilburn,5,11/28/2016
AL,M,1910,Leo,15,11/28/2016
AL,F,1910,Eva,91,11/28/2016
AL,F,1910,Maxine,7,11/28/2016
AL,F,1910,Marguerite,15,11/28/2016
AL,F,1910,Tessie,11,11/28/2016
AL,F,1910,Lilly,10,11/28/2016
AL,F,1910,Ocie,8,11/28/2016
AL,F,1910,Isabella,6,11/28/2016
AL,M,1910,Grady,16,11/28/2016
AL,M,1910,Mary,8,11/28/2016
AL,M,1910,Major,5,11/28/2016
AL,F,1910,Katie,84,11/28/2016
AL,F,1910,Rosia,13,11/28/2016
AL,F,1910,Zora,6,11/28/2016
AL,F,1910,Hettie,5,11/28/2016
AL,F,1910,Leslie,5,11/28/2016
AL,F,1910,Bertha,130,11/28/2016
AL,F,1910,Leona,31,11/28/2016
AL,F,1910,Olive,10,11/28/2016
AL,F,1910,Aline,6,11/28/2016
AL,M,1910,Jeff,9,11/28/2016
AL,M,1910,Wiley,6,11/28/2016
AL,M,1910,Will,51,11/28/2016
AL,M,1910,Warren,5,11/28/2016
AL,F,1910,Hattie,127,11/28/2016
AL,F,1910,Mildred,90,11/28/2016
AL,F,1910,Agnes,46,11/28/2016
AL,F,1910,Birdie,20,11/28/2016
AL,F,1910,Bonnie,16,11/28/2016
AL,F,1910,Evie,9,11/28/2016
AL,F,1910,Melissa,8,11/28/2016
AL,F,1910,Osie,6,11/28/2016
AL,F,1910,Theresa,6,11/28/2016
AL,F,1910,Flora,62,11/28/2016
AL,F,1910,Grace,59,11/28/2016
AL,F,1910,Dollie,20,11/28/2016
AL,F,1910,Allie,17,11/28/2016
AL,F,1910,Cornelia,15,11/28/2016
AL,F,1910,Lettie,8,11/28/2016
AL,F,1910,Charity,7,11/28/2016
AL,M,1910,Grover,9,11/28/2016
AL,M,1910,Aaron,7,11/28/2016
AL,M,1910,Ike,7,11/28/2016
AL,M,1910,Noah,6,11/28/2016
AL,M,1910,Stanley,5,11/28/2016
AR,M,1910,Harry,24,11/28/2016
AR,F,1910,Elizabeth,64,11/28/2016
AR,F,1910,Lula,40,11/28/2016
AR,F,1910,Ada,22,11/28/2016
AR,F,1910,Dollie,18,11/28/2016
AR,F,1910,Lessie,7,11/28/2016
AR,F,1910,Sallie,20,11/28/2016
AR,F,1910,Berniece,6,11/28/2016
AR,M,1910,Richard,23,11/28/2016
AR,M,1910,Eugene,25,11/28/2016
AR,M,1910,Leon,14,11/28/2016
AR,M,1910,Daniel,10,11/28/2016
AR,M,1910,Gordon,5,11/28/2016
AR,M,1910,Jeff,5,11/28/2016
AR,F,1910,Ann,19,11/28/2016
